UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
G1CCP7	ARO:3000921	TEM-52	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000921
W0C507	ARO:3002196	IMP-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002196
Q56876	ARO:3003049	rosB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003049
Q46305	ARO:3000180	tetA(P)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000180
Q48437	ARO:3002155	FOX-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002155
A0AAJ2KS08	ARO:3001872	CTX-M-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001872
Q2XT31	ARO:3001943	CTX-M-82	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001943
A0A088DK81	ARO:3003175	CARB-19	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003175
A0A2Z4BV07	ARO:3004867	NDM-24	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004867
A0A023ULB0	ARO:3002789	QnrD2	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002789
E5BDC6	ARO:3002296	VIM-26	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002296
W8PH59	ARO:3001572	OXA-386	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001572
B0VR34	ARO:3001620	OXA-75	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001620
A0A1V0M052	ARO:3003020	dfrA25	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003020
Q7WUG6	ARO:3002024	CMY-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002024
Q0KHB3	ARO:3001822	ACT-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001822
Q8GF08	ARO:3001096	SHV-38	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001096
Q1HG84	ARO:3002521	OCH-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002521
A0A097BQZ8	ARO:3003152	SHV-185	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003152
Q5MAG2	ARO:3001909	CTX-M-47	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001909
A0A096AVA8	ARO:3002255	CARB-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002255
Q937J3	ARO:3000962	TEM-95	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000962
A9LS12	ARO:3001672	OXA-120	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001672
J9S7E8	ARO:3002772	QnrB59	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002772
Q6QR76	ARO:3000997	TEM-133	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000997
A0A0J1AA36	ARO:3000779	adeH	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000779
Q8KQ72	ARO:3000969	TEM-106	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000969
O52242	ARO:3002562	AAC(6')-Is	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002562
K0GF29	ARO:3002351	GES-22	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002351
Q9X6W1	ARO:3003202	TLA-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003202
B2KPA6	ARO:3002850	arr-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002850
Q8KQ59	ARO:3000970	TEM-107	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000970
I3QHT4	ARO:3002084	CMY-71	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002084
G9FYZ9	ARO:3001977	CTX-M-117	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001977
E1A0W8	ARO:3002743	QnrB28	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002743
L7UN39	ARO:3002305	VIM-35	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002305
F6KZJ2	ARO:3001783	OXA-163	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001783
P95675	ARO:3001068	SHV-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001068
Q7WUJ3	ARO:3003047	qacB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003047
Q58HJ9	ARO:3001622	OXA-77	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001622
A0A2A5MFC5	ARO:3002441	OKP-B-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002441
F6K6C7	ARO:3001047	TEM-187	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001047
A0A8I0DEA9	ARO:3002439	OKP-B-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002439
K4Q320	ARO:3002213	IMP-22	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002213
A0ZX91	ARO:3001136	SHV-82	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001136
A0A2L0U066	ARO:3001426	OXA-32	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001426
Q4TZY8	ARO:3001903	CTX-M-41	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001903
Q936V5	ARO:3001882	CTX-M-20	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001882
I6R1R3	ARO:3001691	OXA-228	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001691
K0JHQ1	ARO:3001767	OXA-137	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001767
D8IDV3	ARO:3001765	OXA-136	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001765
L0ARD6	ARO:3002530	AAC(3)-Ib	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002530
A0A0C5C1Y4	ARO:3002170	MIR-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002170
W8VGW8	ARO:3001070	SHV-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001070
Q53784	ARO:3002829	vgaA	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002829
D3IP02	ARO:3000973	TEM-110	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000973
H6WZT8	ARO:3002734	QnrB19	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002734
Q53IN0	ARO:3002160	FOX-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002160
B7FDD9	ARO:3001338	SHV-100	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001338
Q8GCH1	ARO:3002618	aadA21	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002618
J7I0S9	ARO:3002357	NDM-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002357
A0A344X7M2	ARO:3002290	VIM-20	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002290
Q2YHZ0	ARO:3002424	OKP-A-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002424
Q4F7H2	ARO:3001012	TEM-145	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001012
Q08I33	ARO:3002262	IND-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002262
H6V562	ARO:3001981	CTX-M-122	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001981
A0AAW3CMA5	ARO:3000768	abeS	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000768
G1FCF9	ARO:3002756	QnrB41	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002756
A0A377TVL0	ARO:3001129	SHV-75	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001129
A0AAJ2NJV4	ARO:3003014	dfrA16	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003014
Q2YHZ5	ARO:3002420	OKP-A-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002420
Q6A328	ARO:3003016	dfrA20	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003016
B4YAJ7	ARO:3002286	VIM-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002286
W8PKV7	ARO:3001571	OXA-385	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001571
Q1HBG3	ARO:3001631	OXA-96	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001631
Q5S3X2	ARO:3001859	IMI-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001859
J9YNF9	ARO:3001378	TEM-201	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001378
U5ZZ65	ARO:3001548	OXA-361	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001548
J7I612	ARO:3001192	SHV-153	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001192
U3MI81	ARO:3001516	OXA-328	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001516
C4NY31	ARO:3002506	PDC-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002506
A1YTM5	ARO:3002373	VEB-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002373
A0A125BEA1	ARO:3003557	SFB-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003557
S5UDI2	ARO:3001710	OXA-211	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001710
M1VE66	ARO:3002358	NDM-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002358
C3V8R2	ARO:3001801	OXA-147	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001801
Q8GR72	ARO:3003551	emeA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003551
A0AAC8QJT9	ARO:3001088	SHV-30	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001088
S5N0B5	ARO:3001793	OXA-320	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001793
A0AB38VHE4	ARO:3002136	DHA-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002136
Q58XD1	ARO:3001616	OXA-68	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001616
E9NSF4	ARO:3002761	QnrB46	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002761
B8Y897	ARO:3003110	catB10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003110
F8UTU0	ARO:3002298	VIM-28	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002298
Q24LT7	ARO:3000781	adeJ	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000781
A0A9Q7V5Q3	ARO:3000892	TEM-21	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000892
U3Q0P4	ARO:3001542	OXA-355	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001542
Q9F239	ARO:3003057	smeF	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003057
U3MIZ4	ARO:3001520	OXA-332	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001520
Q83ZC8	ARO:3001856	CFE-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001856
A0A141RPT2	ARO:3002414	OXY-6-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002414
A0AAN1H223	ARO:3001827	ACT-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001827
A0A547E8L3	ARO:3003197	aadA25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003197
Q6W8V8	ARO:3002400	OXY-2-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002400
Q5DUK0	ARO:3002396	OXY-2-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002396
U3Q601	ARO:3001536	OXA-349	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001536
Q93LJ5	ARO:3000956	TEM-89	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000956
Q764B7	ARO:3002333	GES-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002333
A7LKA5	ARO:3001440	OXA-115	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001440
Q53769	ARO:3002893	tcr3	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3002893
Q57025	ARO:3002898	SAT-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002898
C8BQ01	ARO:3000476	tet(31)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000476
A0AAN4JGT6	ARO:3002857	dfrA26	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3002857
F7SXL1	ARO:3001610	OXA-243	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001610
G1FKB5	ARO:3001668	OXA-219	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001668
Q93A45	ARO:3002967	vanXY_in_vanE	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002967
Q832D8	ARO:3004254	vanV_in_vanB_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004254
H2ERK9	ARO:3001184	SHV-142	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001184
S5PZN8	ARO:3002116	CMY-104	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002116
A0A451F5F8	ARO:3002275	VIM-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002275
A4LAC3	ARO:3001028	TEM-162	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001028
A0A0B5JWQ1	ARO:3003171	ACT-36	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003171
B6VAZ4	ARO:3002054	CMY-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002054
Q9ZFV9	ARO:3000882	TEM-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000882
Q6R3N1	ARO:3001896	CTX-M-34	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001896
F1CFA6	ARO:3001821	ACT-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001821
A0A649V075	ARO:3001926	CTX-M-65	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001926
A0A097J9I8	ARO:3002177	MIR-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002177
Q9EU43	ARO:3002259	IND-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002259
W0T351	ARO:3001994	CTX-M-137	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001994
B1PZ96	ARO:3002038	CMY-27	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002038
A0A097J9I0	ARO:3002239	IMP-48	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002239
Q9F0V3	ARO:3001420	OXA-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001420
E2IGV3	ARO:3001471	OXA-171	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001471
C4NY34	ARO:3002509	PDC-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002509
A0A3G2M3D0	ARO:3001157	SHV-108	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001157
E2II00	ARO:3002065	CMY-54	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002065
Q844X1	ARO:3000982	TEM-120	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000982
B7TZ43	ARO:3002793	QnrS4	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002793
Q9AFG8	ARO:3002088	CMY-75	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002088
Q8RNX6	ARO:3001095	SHV-37	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001095
I6YCI1	ARO:3001498	OXA-239	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001498
A0A895PAG4	ARO:3001776	OXA-162	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001776
Q53558	ARO:3002651	APH(3')-Vc	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002651
Q9L3G2	ARO:3002183	MOX-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002183
A0A077EQK9	ARO:3001982	CTX-M-123	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001982
A0A3A5XXR5	ARO:3001777	OXA-347	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001777
A1YTM6	ARO:3001025	TEM-159	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001025
A0A2P4RB44	ARO:3001417	OXA-22	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001417
Q5XLZ5	ARO:3001902	CTX-M-40	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001902
A0A127T840	ARO:3002079	CMY-66	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002079
A0A426FGS5	ARO:3003106	Erm(42)	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003106
U5U781	ARO:3001382	TEM-205	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001382
W0FF57	ARO:3002798	QnrS9	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002798
A0A097J9G8	ARO:3001851	ACT-31	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001851
D5LGB4	ARO:3001176	SHV-129	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001176
E2IZP4	ARO:3001957	CTX-M-98	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001957
Q56147	ARO:3002700	cmlv	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002700
O32352	ARO:3002127	CMY-116	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002127
B5DCA0	ARO:3000853	AIM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000853
Q5MAG0	ARO:3001911	CTX-M-49	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001911
V5LVW5	ARO:3001390	TEM-213	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001390
A0A9Q9N1N9	ARO:3003023	dfrB6	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003023
Q2WEB7	ARO:3001117	SHV-62	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001117
Q83ZX9	ARO:3002675	catB2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002675
A8D3A8	ARO:3001942	CTX-M-81	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001942
Q4H482	ARO:3002500	PDC-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002500
G1FE69	ARO:3002747	QnrB32	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002747
E7AXL5	ARO:3001959	CTX-M-100	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001959
B5L5V3	ARO:3002487	LRA-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002487
B1PVT2	ARO:3002044	CMY-33	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002044
B6E4Z3	ARO:3001423	OXA-28	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001423
A0ZX81	ARO:3001126	SHV-72	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001126
C5HUY1	ARO:3002340	GES-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002340
A0A1D4EG02	ARO:3000621	PC1_blaZ	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000621
A0A2P5GGR5	ARO:3002596	AAC(6')-IIc	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002596
A0A1C9ZP26	ARO:3002202	IMP-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002202
H9ZJJ9	ARO:3001678	OXA-237	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001678
A0A5K6VNM3	ARO:3004868	NDM-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004868
W1F2T9	ARO:3000900	TEM-30	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000900
C5J9N8	ARO:3002852	arr-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002852
A0A5K7YC16	ARO:3002573	AAC(6')-Iae	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002573
B5L5W2	ARO:3002492	LRA-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002492
B9VWG9	ARO:3002736	QnrB21	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002736
A0A8F1SXH8	ARO:3002529	AAC(3)-Id	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002529
A0A5P1MSY4	ARO:3002848	arr-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002848
B1PZ97	ARO:3002051	CMY-40	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002051
Q461P0	ARO:3002710	QnrA4	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002710
A3FFR6	ARO:3001149	SHV-97	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001149
V5N0A6	ARO:3001356	SHV-172	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001356
X5JYP1	ARO:3001394	TEM-217	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001394
Q5MAG1	ARO:3001910	CTX-M-48	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001910
C0KTA5	ARO:3002319	KPC-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002319
I3V696	ARO:3002093	CMY-80	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002093
A0A6C0NE92	ARO:3001805	OXA-198	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001805
Q9EXA4	ARO:3002515	OCH-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002515
D1MIX9	ARO:3002342	GES-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002342
A0A9Q7EUU1	ARO:3001917	CTX-M-55	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001917
K9N0B7	ARO:3002156	FOX-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002156
A7L3U5	ARO:3002721	QnrB7	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002721
A7LIT2	ARO:3001151	SHV-102	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001151
I3RRQ3	ARO:3001485	OXA-207	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001485
Q8VP67	ARO:3001101	SHV-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001101
D7RIC6	ARO:3002321	KPC-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002321
Q846Q1	ARO:3001113	SHV-57	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001113
A3RIC8	ARO:3002035	CMY-24	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002035
Q9EXA2	ARO:3002517	OCH-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002517
A0A097J9F8	ARO:3002124	CMY-113	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002124
B2CPV4	ARO:3002216	IMP-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002216
U3Q0P0	ARO:3001537	OXA-350	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001537
A0A5C9Q9M4	ARO:3002248	CARB-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002248
E2JDQ8	ARO:3002740	QnrB25	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002740
Q50H31	ARO:3001764	OXA-63	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001764
O52245	ARO:3002566	AAC(6')-Iv	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002566
E0WC49	ARO:3002404	OXY-2-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002404
A0A0N9MWZ9	ARO:3003019	dfrA23	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003019
